depth,action,visits,prior_prob,c_puct,puct_explore,mean_q_value,puct_score,Meth_State,el_price,pot_reward
0,0,27,0.21515078842639923,2.280933845462064,0.3067154469997636,0.5429649267877851,0.8496803737875487,0,3.632,87.24631168518862
1,0,9,0.21295204758644104,2.280933845462064,0.2428647664001807,0.5285872353447808,0.7714520017449615,0,3.632,87.24631168518862
2,0,3,0.21291381120681763,1.587786664902119,0.22360680325067175,0.5224042137463888,0.7460110169970605,0,3.632,87.24631168518862
3,1,1,0.0,0.0,0.0,0.0,0.0,1,3.632,87.24631168518862
3,2,1,0.0,0.0,0.0,0.0,0.0,2,3.632,87.24631168518862
2,2,2,0.19259902834892273,1.587786664902119,0.2696956907535055,0.5135813355445862,0.7832770262980917,2,3.632,87.24631168518862
3,0,1,0.0,0.0,0.0,0.0,0.0,0,3.632,87.24631168518862
2,1,3,0.20195893943309784,1.587786664902119,0.282802338834122,0.5370702743530273,0.8198726131871493,1,3.632,87.24631168518862
3,1,1,0.0,0.0,0.0,0.0,0.0,1,3.632,87.24631168518862
3,0,1,0.0,0.0,0.0,0.0,0.0,0,3.632,87.24631168518862
1,2,8,0.19250105321407318,2.280933845462064,0.24393453753504074,0.5227760672569275,0.7667106047919683,2,3.632,87.24631168518862
2,1,2,0.20193131268024445,1.5306282510621703,0.25236421003442416,0.5408695936203003,0.7932338036547244,1,3.632,87.24631168518862
3,0,1,0.0,0.0,0.0,0.0,0.0,0,3.632,87.24631168518862
2,0,2,0.21345362067222595,1.5306282510621703,0.2667642459455175,0.518823504447937,0.7855877503934545,0,3.632,87.24631168518862
3,2,1,0.0,0.0,0.0,0.0,0.0,2,3.632,87.24631168518862
2,4,2,0.19893035292625427,1.5306282510621703,0.3729206285673905,0.5090105533599854,0.8819311819273759,2,3.632,87.24631168518862
3,1,1,0.0,0.0,0.0,0.0,0.0,1,3.632,87.24631168518862
2,3,1,0.19788186252117157,1.5306282510621703,0.3709550979424322,0.5090105533599854,0.8799656513024176,2,3.632,87.24631168518862
1,1,9,0.20192553102970123,2.280933845462064,0.2558770988825254,0.523131463676691,0.7790085625592165,1,3.632,87.24631168518862
2,0,3,0.21289858222007751,1.587786664902119,0.29812107924171133,0.5137890726327896,0.8119101518745009,0,3.632,87.24631168518862
3,2,1,0.0,0.0,0.0,0.0,0.0,2,3.632,87.24631168518862
3,1,1,0.0,0.0,0.0,0.0,0.0,1,3.632,87.24631168518862
2,1,3,0.20196503400802612,1.587786664902119,0.21210815478325273,0.5369293689727783,0.749037523756031,1,3.632,87.24631168518862
3,0,1,0.0,0.0,0.0,0.0,0.0,0,3.632,87.24631168518862
3,1,1,0.0,0.0,0.0,0.0,0.0,1,3.632,87.24631168518862
2,2,2,0.19264806807041168,1.587786664902119,0.26976436088997874,0.49985969066619873,0.7696240515561774,2,3.632,87.24631168518862
3,4,1,0.0,0.0,0.0,0.0,0.0,2,3.632,87.24631168518862
